patentType,applicantName,year,month,count
发明授权,普罗科技有限公司,2014,8,1
发明授权,现代自动车株式会社,2015,9,1
发明公开,天津市纳斯特科技有限公司,2018,7,1
发明授权,苏州欧菲光科技有限公司,2017,10,1
发明授权,上海毅尧能源科技有限公司,2017,10,1
发明授权,田中贵金属工业株式会社,2015,10,1
发明授权,卡米尔技术有限公司,2015,10,1
发明授权,中芯国际集成电路制造(北京)有限公司,2014,3,1
发明授权,保隆(安徽)汽车配件有限公司,2015,10,1
发明授权,中兴通讯股份有限公司,2017,10,2
发明授权,艾伯维公司,2017,10,1
发明授权,罗伯特.博世有限公司,2014,8,1
发明授权,北京时代拓灵科技有限公司,2017,10,1
发明授权,上海强劲地基工程股份有限公司,2017,10,1
发明授权,阿姆斯特郎世界工业公司,2014,8,1
发明授权,罗伯特·博世有限公司,2017,10,1
发明授权,河北桑迪亚医药技术有限责任公司,2014,7,1
发明授权,中国石油天然气股份有限公司,2014,1,1
发明授权,耐克国际有限公司,2014,8,1
发明授权,山西鑫立能源科技有限公司,2014,10,1
发明授权,北京奇虎科技有限公司,2015,9,1
发明公开,花王株式会社,2007,3,1
发明授权,泰科电子瑞侃有限责任公司,2018,4,1
发明授权,金达坂(上海)新能源设备有限公司,2014,8,1
发明授权,武钢集团昆明钢铁股份有限公司,2015,9,1
发明公开,住友电气工业株式会社,2018,8,1
实用新型,北京仁创科技集团有限公司,2013,6,1
发明授权,松下电器产业株式会社,2014,10,1
发明授权,依狄奥特股份公司,2017,10,1
发明授权,爱立信(中国)通信有限公司,2017,10,1
发明授权,宁波东旭成新材料科技有限公司,2015,10,1
发明授权,富士通株式会社,2017,10,1
发明授权,松下电器(美国)知识产权公司,2017,10,1
发明授权,陕西福瑞德石油科技有限公司,2016,4,1
发明公开,安顺迪讯科技有限公司,2018,11,1
发明授权,中国石油化工股份有限公司,2015,10,1
发明授权,广州汽车集团股份有限公司,2017,10,1
外观专利,苏州太湖电动工具集团公司,1996,12,1
发明授权,常州市盛和电子有限公司,2018,4,1
发明授权,艾伯维德国有限责任两合公司,2017,10,1
发明授权,江苏飞鹿重工机械制造有限公司,2017,10,1
发明授权,克拉玛依市金牛工程建设有限责任公司,2015,10,1
发明授权,中银(宁波)电池有限公司,2018,7,1
发明授权,阿尔卑斯电气株式会社,2017,10,1
发明授权,SIGE半导体公司,2014,8,1
外观专利,成都三叶家具有限公司,2016,9,3
发明授权,马克斯半导体股份有限公司,2014,8,1
发明授权,威海海马地毯有限公司,2014,8,1
发明授权,精密技术公司,2018,5,1
发明授权,新奥科技发展有限公司,2019,2,1
发明授权,富士电机株式会社,2014,8,1
发明授权,中山市金马科技娱乐设备有限公司,2014,10,1
发明授权,上海百家益医疗器械有限公司,2017,10,1
发明授权,深圳市九洲电器有限公司,2014,8,1
发明授权,中兴通讯股份有限公司,2014,7,1
发明授权,堡森(上海)环境工程有限公司,2018,7,1
发明授权,欧姆龙(上海)有限公司,2014,7,1
发明授权,富士康(昆山)电脑接插件有限公司,2014,7,1
发明授权,凌特公司,2014,8,1
发明授权,南京奥特佳新能源科技有限公司,2019,2,1
发明授权,明门香港股份有限公司,2014,8,1
发明授权,国家电网有限公司,2019,2,1
实用新型,成都扬帆电力制造有限公司,2013,7,1
发明授权,ZKW集团有限责任公司,2018,7,1
发明授权,C·R·巴德股份有限公司,2018,4,1
发明授权,上海加冷松芝汽车空调股份有限公司,2016,5,1
发明授权,鸿海精密工业股份有限公司,2014,10,2
外观专利,中山市松林家具有限公司,2013,1,1
实用新型,亚荣源科技(深圳)有限公司,2018,6,1
发明授权,内蒙古伊利实业集团股份有限公司,2015,10,1
发明授权,京瓷办公信息系统株式会社,2018,7,1
发明授权,上海贝尔股份有限公司,2014,10,1
发明授权,上海欧特电器有限公司,2014,8,1
实用新型,温州市子夜照明科技有限公司,2013,7,1
发明授权,浙江吉利汽车研究院有限公司,2014,8,1
实用新型,株洲鸿达实业有限公司,2018,11,1
发明授权,杭州艺福堂茶业有限公司,2014,10,1
发明授权,浙江吉利汽车研究院有限公司杭州分公司,2014,8,1
发明授权,日本电气株式会社,2014,8,1
发明授权,赢创德固赛有限公司,2014,8,1
发明授权,英特尔公司,2013,4,1
发明授权,中国华能集团清洁能源技术研究院有限公司,2015,10,1
发明授权,高通股份有限公司,2017,3,1
发明授权,宁波邦达智能停车设备股份有限公司,2014,7,1
发明授权,中海油能源发展股份有限公司监督监理技术分公司,2015,10,1
发明授权,英特尔公司,2017,10,2
发明授权,富士通株式会社,2015,9,1
发明公开,滨州市甲力太阳能科技有限公司,2017,4,1
发明授权,艾默生过程管理(天津)阀门有限公司,2014,10,1
发明授权,胜宏科技(惠州)股份有限公司,2015,9,1
发明授权,浦易(上海)生物技术有限公司,2014,8,1
发明授权,鸿富锦精密工业(深圳)有限公司,2014,10,1
发明公开,柯尼卡美能达株式会社,2017,8,1
发明授权,云南中烟工业有限责任公司,2018,5,1
发明授权,纳派泰克股份公司,2015,10,1
发明授权,广东电网公司江门供电局,2014,8,1
发明授权,富泰华工业(深圳)有限公司,2014,10,1
发明授权,天津市华之阳特种线缆有限公司,2014,8,1
发明授权,太仓市哲泰天产品设计有限公司,2015,10,1
外观专利,南京南瑞继保电气有限公司,2017,12,1
发明授权,国家电网公司,2016,4,1
发明授权,英国龙沙生物医药股份有限公司,2018,4,1
外观专利,天津市第二光学仪器厂,1996,12,1
发明授权,京东方科技集团股份有限公司,2018,4,2
发明授权,西安炬光科技有限公司,2014,10,1
发明授权,欧姆龙株式会社,2015,10,1
发明授权,夏普株式会社,2014,7,1
发明公开,泰州市维尔信息科技有限公司,2017,5,1
发明授权,江苏新美星包装机械股份有限公司,2017,10,1
发明授权,凯迈(洛阳)环测有限公司,2014,8,1
发明授权,阳光电源股份有限公司,2018,4,1
发明授权,韦伯太克控股公司,2015,9,1
发明授权,保罗海蒂诗有限及两合公司,2014,7,1
发明授权,济南兰光机电技术有限公司,2019,2,1
发明授权,麦迪卡格公司,2017,10,1
发明授权,淄博德信联邦化学工业有限公司,2015,10,2
发明授权,福州高意通讯有限公司,2014,10,1
发明授权,北京智谷睿拓技术服务有限公司,2019,2,1
发明授权,株式会社半导体能源研究所,2017,10,1
实用新型,江西通用光电应用技术研究所有限责任公司,2015,1,1
发明授权,深圳光启智能光子技术有限公司,2015,9,1
发明授权,谷歌公司,2017,10,2
发明授权,索尼株式会社,2017,10,1
发明授权,高通股份有限公司,2014,8,1
实用新型,浙江三特科技有限公司,2015,7,1
发明授权,通用电气航空系统有限公司,2017,10,1
发明授权,格兰富控股联合股份公司,2018,4,1
发明授权,NXP股份有限公司,2009,5,1
发明授权,石家庄供电公司,2014,8,1
发明授权,上海华虹宏力半导体制造有限公司,2017,10,1
发明授权,曼卡车和巴士股份公司,2017,6,1
发明授权,西部数据传媒公司,2015,9,1
发明授权,北京京东世纪贸易有限公司,2018,4,1
发明授权,歌美飒创新技术公司,2017,10,1
发明授权,贝克顿·迪金森公司,2017,10,1
实用新型,江苏广昇新材料有限公司,2015,7,1
发明授权,温德莫勒及霍尔希尔公司,2015,10,1
发明授权,北京中纺锐力机电有限公司,2014,8,1
发明授权,苏州晶品新材料股份有限公司,2018,4,1
发明授权,中国移动通信集团公司,2014,10,1
发明授权,大陆汽车有限责任公司,2017,10,1
发明授权,安徽省元琛环保科技有限公司,2014,8,1
发明授权,现代自动车株式会社,2014,10,1
发明授权,贵州银花妆开发有限公司,2017,10,1
发明授权,中国石油化工股份有限公司北京化工研究院,2018,4,1
发明授权,深圳市越疆科技有限公司,2019,1,1
发明授权,合肥美桥汽车传动及底盘系统有限公司,2018,4,1
实用新型,天津智慧港教育科技有限公司,2015,8,1
发明公开,深圳市菲菱科思通信技术股份有限公司,2019,1,1
发明授权,华为技术有限公司,2014,8,2
发明授权,北京飞行博达电子有限公司,2017,1,1
发明授权,重庆优楷科技有限公司,2015,10,1
发明授权,中铁八局集团电务工程有限公司,2014,8,1
发明授权,中国十七冶集团有限公司,2014,8,1
发明授权,北京中机联供非晶科技股份有限公司,2014,10,1
发明公开,珠海格力电器股份有限公司,2015,12,1
发明授权,腾讯科技(深圳)有限公司,2017,10,1
发明授权,漯河联泰食品有限公司,2015,9,1
发明授权,南方电网科学研究院有限责任公司,2019,2,1
发明授权,精工爱普生株式会社,2017,10,1
发明授权,奥迪股份公司,2014,8,1
发明授权,TCL集团股份有限公司,2017,10,1
发明授权,NEC平台株式会社,2015,10,1
发明授权,通力股份公司,2014,10,1
发明授权,北京人大金仓信息技术股份有限公司,2015,9,1
发明授权,上海汽车集团股份有限公司,2015,10,1
实用新型,武汉燎原模塑有限公司,2018,9,1
外观专利,东莞市毅创电子科技有限公司,2017,12,1
实用新型,芜湖耐得胶管阀业有限公司,2013,4,1
实用新型,开封高中压阀门有限公司,2015,3,1
发明授权,奇智软件(北京)有限公司,2018,4,1
发明授权,华为技术有限公司,2017,10,1
发明授权,诺基亚公司,2015,10,1
发明授权,维马股份公司,2017,6,1
发明授权,伊姆西公司,2017,10,1
发明授权,高通股份有限公司,2014,10,1
发明授权,中国移动通信有限公司,2014,8,1
发明授权,广州东芝白云自动化系统有限公司,2014,10,1
发明授权,株式会社普利司通,2014,10,1
发明公开,北京小米移动软件有限公司,2018,1,1
实用新型,浙江源创电子科技有限公司,2015,8,1
发明授权,珠海市德莱环保科技有限公司,2014,10,1
发明授权,艾伯维爱尔兰无限公司,2017,6,1
发明授权,东莞南玻光伏科技有限公司,2017,10,1
发明授权,积水化成品工业株式会社,2017,10,1
发明授权,上海航海设备有限责任公司,2014,10,1
发明授权,郑州宇通客车股份有限公司,2018,7,1
发明授权,上海聚流软件科技有限公司,2015,9,1
发明授权,日本航空电子工业株式会社,2017,10,1
发明授权,大连融科储能技术发展有限公司,2015,4,1
发明授权,山东华凌电缆有限公司,2014,10,1
发明授权,陕西飞机工业(集团)有限公司,2014,5,1
发明授权,深圳欧菲光科技股份有限公司,2015,7,1
发明公开,苏州市运泰利自动化设备有限公司,2017,5,1
发明授权,株式会社利富高,2019,1,1
发明授权,雅培制药有限公司,2015,9,1
发明授权,苹果公司,2015,12,1
发明授权,江苏万象建工集团有限公司,2017,10,1
实用新型,南安市森一电子科技有限公司,2015,12,1
发明公开,河北美泰电子科技有限公司,2016,10,1
发明授权,德比IP有限公司,2018,4,1
发明授权,深圳市贝特瑞纳米科技有限公司,2014,10,1
发明授权,东芝医疗系统株式会社,2015,2,1
发明公开,江阴德飞激光设备有限公司,2009,10,1
实用新型,雷沃重工股份有限公司,2018,5,1
发明授权,深圳市中兴微电子技术有限公司,2017,10,1
发明授权,上海淳瑞机械科技有限公司,2015,10,1
发明授权,帝斯曼知识产权资产管理有限公司,2015,9,1
发明授权,西安西热水务环保有限公司,2018,7,1
发明授权,中国石油集团海洋工程有限公司,2014,8,1
发明公开,通用汽车环球科技运作有限责任公司,2017,2,1
发明授权,广州酷狗计算机科技有限公司,2018,4,1
发明授权,湘潭电机股份有限公司,2014,8,1
发明授权,宁波市东盛纺织有限公司,2015,10,1
发明授权,嘉善梦溪服饰辅料厂(普通合伙),2019,2,1
发明公开,山西杭通煤化燃油开发有限公司,2008,1,1
发明授权,三星电子株式会社,2016,5,1
发明授权,马夸特机械电子有限责任公司,2015,10,1
实用新型,东莞市国扣扣具科技有限公司,2017,8,1
发明授权,欣兴电子股份有限公司,2015,9,1
发明授权,翔德电子科技(深圳)有限公司,2014,8,1
发明授权,亲舒控股有限公司,2015,10,1
实用新型,上海永大环保科技有限公司,2015,1,1
发明授权,本溪北营钢铁(集团)股份有限公司,2015,9,1
发明授权,中国航空工业集团公司西安飞机设计研究所,2019,2,1
发明授权,东莞市鑫焘机械有限公司,2015,10,1
实用新型,上海环境卫生工程设计院,2014,10,1
发明授权,新奥科技发展有限公司,2014,8,1
发明授权,上海南麟电子有限公司,2013,9,1
发明授权,宇部兴产株式会社,2017,6,1
发明授权,江苏省电力公司,2016,4,1
发明授权,东莞市同欣表面处理科技有限公司,2019,2,1
发明公开,天津蓝海微科技有限公司,2012,10,1
发明授权,达芬奇工程有限公司,2017,8,1
发明授权,上海沪工焊接集团股份有限公司,2016,7,1
发明授权,普立万公司,2017,10,1
发明授权,中石化石油机械股份有限公司研究院,2018,4,1
发明授权,华为技术有限公司,2018,3,1
发明授权,联想(北京)有限公司,2019,1,2
发明授权,福建上润精密仪器有限公司,2012,7,1
发明授权,托罗特拉克(开发)有限公司,2015,4,1
发明授权,株式会社东芝,2015,2,1
发明公开,中芯国际集成电路制造(北京)有限公司,2019,1,1
发明授权,丰田自动车株式会社,2010,5,1
发明授权,通用汽车环球科技运作有限责任公司,2013,11,1
发明授权,中兴通讯股份有限公司,2012,5,1
发明授权,信越化学工业株式会社,2014,8,2
发明授权,友达光电股份有限公司,2018,7,1
发明授权,华为技术有限公司,2015,9,1
发明授权,珈侬生化科技(中国)有限公司,2012,1,1
发明授权,K.C.科技股份有限公司,2014,8,1
发明授权,遵义市郎笑笑食品有限责任公司,2014,8,1
外观专利,珲春市恒源制药有限责任公司,2005,6,1
实用新型,西安正昌电子有限责任公司,2013,6,1
发明授权,深圳市安锐消防有限公司,2014,8,1
发明授权,德谦(上海)化学有限公司,2014,8,1
发明授权,陶氏环球技术有限责任公司,2014,8,1
发明授权,骊住株式会社,2014,8,1
发明授权,成都芯源系统有限公司,2014,8,1
发明授权,深圳市美丽华油墨涂料有限公司,2014,8,1
实用新型,中国葛洲坝集团三峡建设工程有限公司,2018,1,1
发明授权,日本实行株式会社,2014,8,1
发明公开,国网信通亿力科技有限责任公司,2017,8,1
发明授权,中国石油化工股份有限公司,2017,11,1
发明授权,苏州亿倍信息技术有限公司,2015,9,1
发明授权,日铁住金水泥株式会社,2014,8,1
发明授权,丰华生物科技股份有限公司,2014,8,1
发明授权,湖南长天自控工程有限公司,2014,10,1
发明授权,太平洋水泥株式会社,2014,8,1
发明授权,苏州台菱电梯有限公司,2015,10,1
发明授权,爱思开海力士有限公司,2019,1,1
发明公开,中芯国际集成电路制造(上海)有限公司,2019,1,1
发明授权,宁波荣山新型材料有限公司,2014,8,1
实用新型,杭州海康威视数字技术股份有限公司,2018,1,1
发明授权,富士施乐株式会社,2014,8,1
发明授权,泰金宝电通股份有限公司,2014,8,1
发明授权,英特尔公司,2017,6,1
外观专利,深圳市首迈通信技术有限公司,2005,6,2
实用新型,宁波三星电气股份有限公司,2014,11,1
发明授权,乐金显示有限公司,2014,8,1
实用新型,重庆水饶农业开发有限公司,2018,11,1
发明授权,梅德坦提亚国际有限公司,2018,4,1
发明授权,矽品精密工业股份有限公司,2014,8,1
发明公开,住友电装株式会社,2018,8,1
发明授权,四川电力超高压建设管理公司,2017,7,1
发明授权,中石化石油机械股份有限公司,2018,4,1
实用新型,江苏中世环境科技股份有限公司,2014,3,1
发明授权,青岛信澳利制冷设备有限公司,2015,10,1
发明授权,恩智浦有限公司,2018,4,1
发明授权,扬智科技股份有限公司,2018,4,1
发明授权,浙江电咖汽车科技有限公司,2018,4,1
发明授权,攀钢集团攀枝花钢铁研究院有限公司,2017,10,1
发明授权,弗·哈夫曼-拉罗切有限公司,2019,1,1
发明授权,罗伯特·博世有限公司,2019,1,1
实用新型,安顺新金秋科技股份有限公司,2018,5,1
发明授权,上汽通用五菱汽车股份有限公司,2019,1,1
发明授权,重庆中烟工业有限责任公司,2019,1,1
发明授权,中国石油天然气股份有限公司,2012,8,1
发明授权,特宁面罩有限公司,2018,4,1
发明公开,扬州凤凰网络安全设备制造有限责任公司,2019,1,1
发明授权,苏州华之杰电讯股份有限公司,2018,4,1
发明授权,柯惠LP公司,2019,1,1
外观专利,特福简化股份有限公司,2010,7,1
发明授权,绍兴益森工程机械有限公司,2018,4,1
发明授权,田中贵金属工业株式会社,2017,10,1
发明授权,常州天合光能有限公司,2015,9,1
实用新型,东莞道汇环保科技有限公司,2014,3,1
发明授权,博里利斯股份公司,2014,8,1
实用新型,莫列斯公司,2013,4,1
实用新型,聚昌科技股份有限公司,2017,10,1
发明授权,上海华钢不锈钢有限公司,2018,7,1
发明授权,北京京东世纪贸易有限公司,2019,1,1
实用新型,东莞富美康电器科技有限公司,2015,12,1
发明授权,深圳市奇诺动力科技有限公司,2018,4,1
发明授权,三菱重工业株式会社,2018,4,1
发明授权,宁波爱的产品设计有限公司,2018,4,1
发明授权,浙江益森科技股份有限公司,2018,4,1
实用新型,铜陵亿亨达电子有限责任公司,2013,6,1
发明授权,巴斯夫欧洲公司,2015,9,1
发明授权,株式会社岛津制作所,2014,2,1
发明授权,合肥国轩高科动力能源股份公司,2014,7,1
发明授权,独立行政法人国立高等专门学校机构,2014,2,1
发明授权,浙江明泉工业涂装有限公司,2015,9,1
发明授权,浙江南都电源动力股份有限公司,2017,10,1
发明授权,雅马哈株式会社,2018,4,1
发明授权,华为技术有限公司,2013,8,1
发明授权,杰克缝纫机股份有限公司,2017,3,1
实用新型,深圳市索阳新能源科技有限公司,2014,3,1
发明授权,广东欧珀移动通信有限公司,2018,1,1
发明授权,京东方科技集团股份有限公司,2018,9,1
发明授权,三星电子株式会社,2018,9,1
发明授权,湖南顺天建设集团有限公司,2014,8,1
发明授权,深圳市海洋王照明工程有限公司,2016,7,1
实用新型,邢台隆科机械有限公司,2018,6,1
发明授权,柯尼卡美能达株式会社,2018,4,1
发明授权,鼎桥通信技术有限公司,2011,4,1
发明授权,杰富意钢铁株式会社,2014,7,1
发明授权,江苏省电力公司无锡供电公司,2016,4,1
发明授权,佳能株式会社,2017,12,1
发明授权,株式会社电装,2017,10,1
发明授权,鼎桥通信技术有限公司,2014,8,1
发明授权,南通高盛机械制造有限公司,2016,4,1
发明授权,广东美的制冷设备有限公司,2015,10,1
发明授权,太阳化学株式会社,2013,4,1
发明授权,好爸爸高科技集团有限公司,2016,9,1
发明授权,F.I.P.浇铸喷射聚合物有限公司,2014,7,1
发明授权,幻音科技(深圳)有限公司,2013,2,1
发明授权,东营市福利德石油科技开发有限责任公司,2018,1,1
实用新型,安徽希美生态环保科技有限公司,2018,5,1
实用新型,江苏省电力公司扬州供电公司,2012,9,1
发明授权,重庆植恩药业有限公司,2015,9,1
发明授权,瑞士西门子有限公司,2009,1,1
发明授权,小米科技有限责任公司,2018,4,1
发明授权,北京毛豆科技有限公司,2017,10,1
发明公开,安徽中涣防务装备技术股份有限公司,2017,5,1
发明公开,施萨姆公司,2014,10,1
发明授权,住友橡胶工业株式会社,2017,10,1
发明授权,天津科润农业科技股份有限公司,2015,10,1
发明授权,中冶华天工程技术有限公司,2019,4,1
发明授权,法伊布拉卡斯特有限公司,2017,10,1
发明授权,东方电气集团东方锅炉股份有限公司,2017,10,1
发明授权,美国政府由美国国家航空航天局局长作为代表,2017,10,1
发明授权,株式会社LG化学,2017,10,1
发明授权,宇部材料工业株式会社,2017,10,1
发明授权,贵州振华风光半导体有限公司,2015,11,1
实用新型,松下知识产权经营株式会社,2018,3,1
发明授权,杭州锅炉集团股份有限公司,2017,10,1
发明授权,丰田自动车株式会社,2019,2,1
发明公开,镇江市金禄机械有限公司,2018,1,1
发明授权,DIC株式会社,2017,10,1
发明授权,常熟市承禹环境科技有限公司,2015,9,1
发明授权,浙江恒泰电工有限公司,2015,12,1
实用新型,广东坚朗五金制品股份有限公司,2018,1,1
发明授权,河南省众邦伟业科技有限公司,2017,10,1
发明授权,辽宁航宇星物联仪表科技有限公司,2017,10,1
发明授权,福州瑞芯微电子股份有限公司,2017,10,1
发明授权,巴斯夫欧洲公司,2014,8,1
发明授权,埃塞力达技术新加坡有限私人贸易公司,2017,10,1
发明授权,四川大学,2014,8,1
发明公开,3M创新有限公司,2007,11,1
发明授权,雷德康实验室有限公司,2014,7,1
发明授权,京信通信系统(中国)有限公司,2017,10,1
发明授权,苏州日和科技有限公司,2017,10,1
发明授权,国网北京市电力公司,2017,4,1
发明授权,恩格尔奥地利有限公司,2014,7,1
发明授权,北京思特奇信息技术股份有限公司,2017,10,1
发明授权,HRL实验室有限责任公司,2017,10,1
发明授权,东莞汉旭五金塑胶科技有限公司,2017,10,1
外观专利,汕头市奥斯达食品有限公司,2005,6,1
发明授权,青岛歌尔声学科技有限公司,2016,3,1
发明授权,深圳市瑞捷恩科技有限公司,2018,4,1
实用新型,安徽科元三维技术有限公司,2018,1,1
发明授权,台达电子工业股份有限公司,2014,8,1
发明授权,腾讯科技(深圳)有限公司,2015,7,1
发明授权,宏牛加热元件有限及两合公司,2019,1,1
实用新型,厦门瑞尔特卫浴科技股份有限公司,2018,3,1
发明授权,北京京东尚科信息技术有限公司,2019,1,1
实用新型,国网天津市电力公司,2014,9,1
实用新型,贵州华桂钼镍股份有限公司,2014,6,1
发明授权,长兴蓝杉生物科技有限公司,2018,4,1
实用新型,苏州净华水处理设备有限公司,2016,1,1
发明授权,宁波优学智能科技有限公司,2018,4,1
发明授权,天津赛象科技股份有限公司,2018,4,1
发明授权,株洲南车时代电气股份有限公司,2015,9,1
发明授权,通用汽车环球科技运作公司,2014,7,1
发明授权,北京戴尔维动力电池系统科技有限公司,2014,8,1
发明授权,国立大学法人京都大学,2017,10,1
发明授权,梅特勒-托利多(常州)精密仪器有限公司,2015,9,1
发明授权,中国海洋石油总公司,2014,8,1
发明授权,苏州普滤得净化股份有限公司,2015,9,1
发明授权,鸿海精密工业股份有限公司,2015,9,1
发明授权,浙江绿萌健康科技股份有限公司,2018,4,1
发明授权,ABB技术有限公司,2015,9,1
实用新型,北京九州大地生物技术集团股份有限公司,2018,6,1
发明授权,旺宏电子股份有限公司,2014,8,1
实用新型,无锡汉思特电器科技有限公司,2015,6,1
发明授权,海洋王照明科技股份有限公司,2016,7,1
发明授权,起亚自动车株式会社,2015,9,1
发明授权,费瑟特-链接公司,2018,4,1
发明授权,日本电气株式会社,2018,4,1
发明授权,上海华为技术有限公司,2018,4,1
发明授权,鸿海精密工业股份有限公司,2018,4,1
发明授权,松下知识产权经营株式会社,2018,4,1
发明授权,雅马哈发动机株式会社,2018,4,1
发明授权,高通股份有限公司,2014,7,1
发明授权,摩托罗拉移动公司,2015,9,1
发明授权,康宁光缆系统有限责任公司,2014,7,1
发明授权,英特赛尔美国股份有限公司,2014,7,1
发明授权,江苏辉达塑模科技有限公司,2014,8,1
发明授权,横滨橡胶株式会社,2018,4,1
发明授权,协和合金株式会社,2014,7,1
发明公开,温州市朴红农业科技有限公司,2017,4,1
发明授权,浙江工业大学,2014,7,1
发明授权,中国科学院宁波材料技术与工程研究所,2019,2,1
发明授权,杭州中美华东制药有限公司,2014,7,1
发明授权,瓦卢瑞克石油天然气法国有限公司,2015,10,1
发明授权,阿尔卑斯电气株式会社,2014,7,1
发明授权,河北钢铁股份有限公司唐山分公司,2014,7,1
外观专利,新兴县粤兴华不锈钢制品有限公司,2011,11,2
发明授权,宁波市镇海西门专利技术开发有限公司,2014,7,1
发明授权,广东大华农动物保健品股份有限公司,2014,7,1
发明授权,中国航空工业集团公司北京航空材料研究院,2014,7,1
发明授权,肇庆大华农生物药品有限公司,2014,7,1
发明公开,浙江智辰能源科技有限公司,2018,1,1
发明授权,太阳专利信托公司,2017,6,1
发明授权,中国石油集团西北地质研究所,2014,10,1
发明授权,深圳市创鑫激光股份有限公司,2019,2,1
发明授权,柳州国福科技有限公司,2019,2,1
实用新型,深圳市金正方科技有限公司,2013,7,1
发明授权,重庆前卫仪表有限责任公司,2012,8,1
发明授权,人和未来生物科技(长沙)有限公司,2019,2,1
发明授权,马鞍山奥特佳机电有限公司,2019,2,1
发明授权,中国南玻集团股份有限公司,2017,10,1
发明授权,安徽长中刷业有限公司,2019,2,1
外观专利,贵州神奇制药有限公司,2005,3,1
发明授权,浙江传化华洋化工有限公司,2019,2,1
实用新型,洛阳烨翔实业有限公司,2014,3,1
发明授权,杭州启澄科技有限公司,2019,2,1
发明授权,国网山东省电力公司电力科学研究院,2019,2,1
发明授权,国网山东省电力公司济南供电公司,2019,2,1
发明公开,新昌县利安轴承有限公司,2019,2,1
发明授权,上海俊尔新材料有限公司,2019,2,1
发明公开,中国石化仪征化纤有限责任公司,2018,7,1
发明授权,山东钢铁股份有限公司,2019,2,1
发明授权,石家庄奋进科技有限公司,2015,9,1
发明授权,北京字节跳动科技有限公司,2019,2,1
发明授权,苏州达方电子有限公司,2015,10,1
发明授权,东芝电梯株式会社,2019,2,1
发明授权,成都中科唯实仪器有限责任公司,2019,2,1
发明授权,昆山工研院新型平板显示技术中心有限公司,2019,2,1
发明公开,康普连通比利时私人有限公司,2018,5,1
发明授权,杭州联络互动信息科技股份有限公司,2019,2,1
实用新型,宁波登煌医疗器材有限公司,2015,3,1
发明授权,中国商用飞机有限责任公司,2019,2,1
发明公开,贵州万牛酒业有限公司,2017,12,1
发明授权,上海飞机客户服务有限公司,2019,2,1
实用新型,江苏蜀铭电气设备有限公司,2018,6,1
发明授权,中国十九冶集团有限公司,2019,2,1
发明授权,国家电网公司,2019,2,1
发明授权,奥林巴斯株式会社,2019,2,1
实用新型,国家电网公司,2014,9,1
发明公开,深圳市宏智力科技有限公司,2018,5,1
实用新型,北京中冶设备研究设计总院有限公司,2013,8,1
发明公开,思柏精密模具注塑(无锡)有限公司,2018,9,1
外观专利,洽洽食品股份有限公司,2017,10,1
实用新型,湖南亮财汽车安全科技有限公司,2011,9,1
发明授权,罗伯特·博世有限公司,2017,5,1
发明授权,日清食品控股株式会社,2013,4,1
实用新型,海太半导体(无锡)有限公司,2017,10,1
实用新型,哈尔滨东安汽车发动机制造有限公司,2016,1,2
发明授权,平湖英厚机械有限公司,2017,12,1
发明授权,江苏云涌电子科技股份有限公司,2017,6,1
实用新型,芜湖禾丰离合器有限公司,2014,9,1
发明授权,伊鲁米纳剑桥有限公司,2018,4,1
实用新型,杏晖光学(厦门)有限公司,2015,8,1
发明授权,苏州新区佳合塑胶有限公司,2014,7,1
实用新型,翼龙设备(大连)有限公司,2017,10,1
发明公开,通用汽车环球科技运作有限责任公司,2015,11,1
发明授权,台湾积体电路制造股份有限公司,2015,10,1
发明授权,比亚迪股份有限公司,2018,5,1
发明公开,株式会社电装,2011,1,1
外观专利,浙江裕隆实业股份有限公司,2005,7,1
发明公开,太阳化学公司,2003,4,1
发明公开,力创(台山)电子科技有限公司,2012,7,1
发明公开,气体运输技术公司,2001,3,1
实用新型,河南勃达微波设备有限责任公司,2013,7,2
发明授权,幻音数码有限公司,2013,2,1
发明授权,中国石油化工股份有限公司抚顺石油化工研究院,2017,11,1
发明授权,国家电网公司,2017,4,1
发明公开,国家电网公司,2017,8,1
发明授权,北京猎豹移动科技有限公司,2017,10,1
实用新型,东芝照明技术株式会社,2014,3,1
实用新型,上海森林特种钢门有限公司,2014,3,1
发明授权,中海油新能源投资有限责任公司,2014,8,1
实用新型,苏州世力源科技有限公司,2015,8,1
发明公开,中船黄埔文冲船舶有限公司,2015,6,1
实用新型,佛山市顺德区励研机械科技有限公司,2018,6,1
发明公开,艾尼股份公司,2017,9,1
发明公开,天津瀛德科技有限公司,2016,5,1
发明授权,重庆万桥交通科技发展有限公司,2019,4,1
实用新型,大连船舶重工集团装备制造有限公司,2013,6,1
实用新型,江苏奥维信亨通光学科技有限公司,2014,3,1
发明公开,夏普株式会社,2019,1,1
发明授权,三星电子株式会社,2014,8,1
发明公开,忆术控股股份有限公司,2019,1,1
发明公开,通用电气公司,2018,10,1
发明公开,重庆恒祥机械设备租赁有限公司,2014,6,1
发明授权,光明乳业股份有限公司,2014,12,1
发明授权,无锡市派克重型铸锻有限公司,2014,10,1
发明授权,霍加纳斯股份有限公司,2017,6,1
外观专利,青岛荣花边有限公司,2006,10,2
实用新型,苏州荔记得机械工程科技有限公司,2018,10,1
发明授权,上海奇想青晨新材料科技股份有限公司,2014,8,1
实用新型,丰上工业股份有限公司,2018,1,1
